70,2019-06-05 13:25:12,Jordan#1887,pull back the skin on that hammer for me boy
71,2019-06-05 22:33:41,The Cuckinator#7217,don't act like i don't have an unhealthy obsession with your cat
72,2019-06-07 10:44:53,The Mage#8484,Why nobody can watch in the bathroom
73,2019-06-07 13:30:05,Slomojoe#2412,Im handsome
74,2019-06-10 19:18:35,Thotiana#3974,I'm big retard
76,2019-06-13 13:07:47,eGamer#8277,"I just flush the toilet, open up the lid and dunk my ass in"
78,2019-06-17 14:59:32,Jordan#1887,gamers... rise... down...
80,2019-06-19 13:34:18,Jordan#1887,i should cry everyday
81,2019-06-21 10:50:16,Thotiana#3974,let's fuck 10 year olds!!
82,2019-06-25 15:21:42,Thotiana#3974,"my hobbies are emo boys, tacos and poo poo pee pee"
83,2019-06-25 16:53:45,Thotiana#3974,My hobby is being a lil cunt bitch
84,2019-06-26 23:20:40,The Mage#8484,My cat just laid on me like this lol
87,2019-07-01 16:21:10,Slomojoe#2412,"""how do you want me to fuck you baby?"" ""Gangdam style <:EZ:438161967254077440> """
89,2019-07-03 08:53:52,eGamer#8277,You always was a silly hoe
90,2019-07-07 00:16:28,Slomojoe#2412,Fuck you cheese eating slut
91,2019-07-11 13:54:30,eGamer#8277,My fantasy is that an evil witch would cast a paralyzing spell on me then drain my energy out through my penis
92,2019-07-11 15:43:29,The Cuckinator#7217,When your girl use that double hand twist abc slurp on ya meat ?
93,2019-07-11 17:19:26,eGamer#8277,anyone else in this channel have hemorrhoids?
94,2019-07-12 11:47:47,The Cuckinator#7217,Calppin my girls cheeks!!
96,2019-07-16 15:00:33,Valrite#0358,<@191688156427321344> what do you eat that causes you to have bad bowel movements everyday
97,2019-07-17 00:46:59,KittyLitter#6179,nah this chick sounds like she will ruin your life because you are into her
98,2019-07-17 12:27:39,Slomojoe#2412,"Suck a nigga dick while he fuck me in the ass Slow down nigga, you bout to make me blast"
99,2019-07-22 08:55:09,Valrite#0358,I see so many bad things
100,2019-08-05 16:42:24,Slomojoe#2412,Bc I use white mode
101,2019-08-05 17:54:21,The Mage#8484,We can share an autoblow
103,2019-08-06 00:30:56,The Mage#8484,"Hey, you. You're finally awake. You were trying to short me on a joe, right?"
105,2019-08-09 20:11:03,Thotiana#3974,i only take it in the ass
109,2019-08-10 22:52:14.403000,TGRAS#2339,I just watch
111,2019-08-20 02:15:14.362000,The Cuckinator#7217,needless to say i have a mangled cock and a kirby shaped fan i can never use again
113,2019-08-29 17:26:58.741000,Jordan#1887#1887,But I might swallow that nut
114,2019-08-29 20:10:05.359000,eGamer#8277,"I like the one with the stick, where hebthriwa the stoick"
116,2019-09-01 17:24:09.958000,eGamer#8277,I mean I took a bite and got a big juicy pickle in my mouth
119,2019-09-05 17:47:45.253000,eGamer#8277,"Need help getting this amazing straight guy to flip me upside down and blast my corn hole, any tips?"
121,2019-09-06 06:13:07.090000,KittyLitter#6179,Dont have kids!
123,2019-09-17 16:41:25.962000,eGamer#8277,"Retarded man solves child's puzzle toy, you wont believe what to see it next!"
125,2019-09-19 19:01:48.387000,Valrite#0358,I like them big tough boiis
127,2019-09-19 19:05:25.134000,Valrite#0358,Wait till I open this trench coat
129,2019-09-19 20:27:19.409000,Thotiana#3974,I have white claws in my fridge just TAUNTING me
131,2019-09-20 16:27:09.509000,Jordan#1887#1887,Trevor what’s the frequency of your ball quake
133,2019-09-24 06:03:55.958000,TGRAS#2339,I would have normally applied the scientific method approach ... I guess my laziness got the best of me ...
135,2019-09-24 18:50:35.902000,Valrite#0358,But there is only certain people I vibe with due to an intelligence levels
149,2019-10-08 00:22:44.455000,Valrite#0358,I just realized discord has a way to let you keepp sidcord chat open
150,2019-10-09 20:44:07.149000,Valrite#0358,Fuck tars
151,2019-10-10 18:05:04.329000,Thotiana#3974,I looked up Aladdin porn they're not fucking children fuck you
152,2019-10-10 18:04:44.179000,Thotiana#3974,i wanted to see Aladdin's dick
153,2019-10-10 18:34:53.974000,eGamer#8277,One time I was watching this video this woman was getting rammed so bad man I was cumming so hard
154,2019-10-17 17:19:06.069000,Valrite#0358,I will literally drink and drive
156,2019-10-18 00:17:03.405000,slomojoe#2412,always aim at the one with the towel on his head
157,2019-10-18 15:26:45.953000,slomojoe#2412,I would kill the everloving Fuck out of Catherine if she ever crossed me
158,2019-10-18 17:34:47.930000,The Mage#8484,yall are retarded
159,2019-10-18 22:05:13.135000,eGamer#8277,i would measure mine but it sucks so much blood out of my body i wouldnt be able to hold the measuring tape up
160,2019-10-18 22:09:18.032000,slomojoe#2412,yeah can we stop talking about my big ol dick please haha its getting gay
161,2019-10-18 22:47:31.790000,The Cuckinator#7217,Deep inside a man ass
163,2019-10-21 22:20:08.915000,Valrite#0358,Dude what if someone was fucked by their cousin
164,2019-10-21 22:21:46.049000,Valrite#0358,Maybe I took it out of purportion
165,2019-10-21 22:24:53.746000,Thotiana#3974,Lol y'all all some gay fags
167,2019-10-22 14:21:01.373000,Valrite#0358,Look like the kind that same
168,2019-10-22 16:24:20.332000,The Cuckinator#7217,I fucked my cousin
169,2019-10-22 21:46:43.714000,Valrite#0358,I am where the darkness is
170,2019-10-22 23:49:22.277000,KittyLitter#6179,It hurts bad. I'm
171,2019-10-23 18:45:57.564000,slomojoe#2412,I have a naturally nice ass
172,2019-10-23 20:23:50.085000,The Mage#8484,Bruh we just wanna get that nutt
173,2019-10-25 03:04:08.002000,Bishop#0377,I’m like WTF dude. And he’s like the nuns pissed me off man. They wouldn’t put out.
176,2019-10-25 14:47:16.530000,KittyLitter#6179,my bf is probably down to like 12 tho
177,2019-10-25 15:56:52.478000,Valrite#0358,and I reach behind
179,2019-10-25 22:31:31.381000,Jordan#1887#1887,I’m not in the mood to fuck a black chick today
180,2019-10-27 21:10:39.668000,The Mage#8484,"Thats fucking football right there. None of that pansy ass dick tugging smile for the camera bullshit. Men puke, men poop on the field, men deliver their new born baby on the side lines. Fucking hard core dick in the ass butterball foosball fuck it chuck it game time shit. Take it to the showers. Dicks get shoved in places you don’t even remember. We win together we celebrate together. Football is back baby."
181,2019-10-30 14:16:48.724000,Valrite#0358,I want to get a big schnauzer
182,2019-10-30 15:12:10.034000,eGamer#8277,Blow it out your ass faggot lover183,2019-10-31 19:03:29.551000,The Cuckinator#7217,Just had a weird experience with a trucker
183,2019-11-01 19:36:16.194000,Jordan#1887,Bout to smoke a pack of bitch nigga a
184,2019-11-03 01:37:16.081000,Valrite#0358,Then again my hot baby your hot
185,2019-11-04 17:00:50.898000,slomojoe#2412,My religion is dick suckin <:EZ:438161967254077440>
186,2019-11-04 17:03:43.628000,Valrite#0358,Its like saying well my dad rapped people
187,2019-11-05 15:51:20.855000,Thotiana#3974,joey is retard lol
188,2019-11-05 22:29:18.765000,slomojoe#2412,"i live by 2 rules: smoke weed, eat chicken, and jack off"
189,2019-11-06 19:36:19.852000,Thotiana#3974,i think masturbating on Adderall feel kinda cool
190,2019-11-06 22:39:21.875000,Ace#5910,"If you don't buy your shirts by multiples in bags, you're trying too hard."
191,2019-11-07 01:21:59.097000,Valrite#0358,Dude quit cause I farted on him
192,2019-11-07 12:21:02.736000,KittyLitter#6179,look who went and got colored on us
193,2019-11-07 16:26:59.131000,The Mage#8484,Well maybe stop death gripping your meat when you jerk off
194,2019-11-12 04:35:06.088000,Valrite#0358,I own sports cars
195,2019-11-13 00:40:49.759000,Valrite#0358,Yeah cause your eyes to cheap to see in 4K
196,2019-11-13 00:44:10.142000,KittyLitter#6179,yeah definitely can tell the difference at that size
197,2019-11-13 19:25:11.999000,Valrite#0358,Nah
198,2019-11-13 20:13:24.979000,Jordan#1887,I would rape you even if I just cummed
199,2019-11-13 20:13:24.979000,Jordan#1887,I would rape you even if I just cummed
200,2019-11-13 22:40:17.534000,Valrite#0358,Literally im sorry your intellect was not high enough to pick up my joking tone
201,2019-11-13 23:11:46.680000,slomojoe#2412,all women are bitches and whores
202,2019-11-13 23:15:36.974000,Valrite#0358,Shut Joey
203,2019-11-13 23:31:49.928000,Valrite#0358,Like why waste my fuck energy on a bitch like that
204,2019-11-14 06:47:39.043000,Ace#5910,I don't consider any fags to be friends.
